Id;POITypeId;POIName_de;POIName_fr;POIName_it;POIName_en;address_city;address_kantoncode;address_zip;address_countrycode;address_street;address_technicalplz6;address_gemeindeid;geopoint;contact_phone;contact_fax;contact_email_addresse_de;contact_email_addresse_fr;contact_email_addresse_it;contact_email_addresse_en;pickuptime_description_de;pickuptime_description_fr;pickuptime_description_it;pickuptime_description_en;pickuptime_time;AdditionalDescription;OfferPackage;OpeningHoursEvent;AccessInformation;service_servicetypeid;poityp_de;Verarbeitung_de;poityp_fr;Verarbeitung_fr;poityp_it;Verarbeitung_it;poityp_en;Verarbeitung_en;ForPrivateCustomer;ForBusinessCustomer;groupename_de;service_de;url_de;urlmobil_de;groupename_fr;service_fr;url_fr;urlmobil_fr;groupename_it;service_it;url_it;urlmobil_it;groupename_en;service_en;url_en;urlmobil_en
001PST_001125994;001PST;Post Filiale 9012 St. Gallen 12 Riethüsli;Poste Filiale 9012 St. Gallen 12 Riethüsli;Posta Filiale 9012 St. Gallen 12 Riethüsli;Post Branch 9012 St. Gallen 12 Riethüsli;St. Gallen;SG;9012;CH;Teufener Strasse 143;901200;3203;47.41154164,9.36675363;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Bäckerei Schwyter""}, {""@lang"": ""fr"", ""#text"": ""Bäckerei Schwyter""}, {""@lang"": ""it"", ""#text"": ""Bäckerei Schwyter""}, {""@lang"": ""en"", ""#text"": ""Bäckerei Schwyter""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001800008;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zahlungsverkehr;Bargeldbezug;;;Trafic des paiements;Retrait d'espèces;;;Traffico dei pagamenti;Prelievo in contanti;;;Payment transactions;Cash withdrawals;;
001PST_001126000;001PST;Post Filiale 9000 St. Gallen 1 Annahme;Poste Filiale 9000 St. Gallen 1 Annahme;Posta Filiale 9000 St. Gallen 1 Annahme;Post Branch 9000 St. Gallen 1 Annahme;St. Gallen;SG;9000;CH;Bahnhofplatz 5;900001;3203;47.42262978,9.36969774;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001134032;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;true;false;Briefe und Pakete;PickPost;http://www.post.ch/pickpost;http://www.post.ch/pickpost;Lettres et colis;PickPost;http://www.poste.ch/pickpost;http://www.poste.ch/pickpost;Lettere e pacchi;PickPost;http://www.posta.ch/pickpost;http://www.posta.ch/pickpost;Letters and parcels;PickPost;http://www.swisspost.ch/pickpost;http://www.swisspost.ch/pickpost
001PST_001126000;001PST;Post Filiale 9000 St. Gallen 1 Annahme;Poste Filiale 9000 St. Gallen 1 Annahme;Posta Filiale 9000 St. Gallen 1 Annahme;Post Branch 9000 St. Gallen 1 Annahme;St. Gallen;SG;9000;CH;Bahnhofplatz 5;900001;3203;47.42262978,9.36969774;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001490001;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Briefe und Pakete;Swiss-Express \;;;Lettres et colis;Swiss-Express \;;;Lettere e pacchi;Swiss-Express \;;;Letters and parcels;Swiss-Express \;;
001PST_001126000;001PST;Post Filiale 9000 St. Gallen 1 Annahme;Poste Filiale 9000 St. Gallen 1 Annahme;Posta Filiale 9000 St. Gallen 1 Annahme;Post Branch 9000 St. Gallen 1 Annahme;St. Gallen;SG;9000;CH;Bahnhofplatz 5;900001;3203;47.42262978,9.36969774;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001800001;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zusatzangebot;Postshop-Artikel;https://www.post.ch/de/privat/einkaufen/einkaufen-in-der-filiale;https://www.post.ch/de/privat/einkaufen/einkaufen-in-der-filiale;Offres complémentaires;Articles Postshop;https://www.post.ch/fr/particuliers/privat-shopping/achats-a-la-filiale;https://www.post.ch/fr/particuliers/privat-shopping/achats-a-la-filiale;Offerte complementari;Articoli Postshop;https://www.post.ch/it/privato/privat-acquisti/acquisti-nella-filiale;https://www.post.ch/it/privato/privat-acquisti/acquisti-nella-filiale;Value-added services;Postshop articles;https://www.post.ch/en/private/privat-shopping/shopping-at-your-branch;https://www.post.ch/en/private/privat-shopping/shopping-at-your-branch
001PST_001126000;001PST;Post Filiale 9000 St. Gallen 1 Annahme;Poste Filiale 9000 St. Gallen 1 Annahme;Posta Filiale 9000 St. Gallen 1 Annahme;Post Branch 9000 St. Gallen 1 Annahme;St. Gallen;SG;9000;CH;Bahnhofplatz 5;900001;3203;47.42262978,9.36969774;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001800005;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Briefe und Pakete;Briefe und Pakete empfangen;;;Lettres et colis;Réception de lettres et colis;;;Lettere e pacchi;Ricevere lettere e pacchi;;;Letters and parcels;Receiving letter and parcels;;
001PST_001125987;001PST;Post Filiale 9004 St. Gallen 4 Brühltor;Poste Filiale 9004 St. Gallen 4 Brühltor;Posta Filiale 9004 St. Gallen 4 Brühltor;Post Branch 9004 St. Gallen 4 Brühltor;St. Gallen;SG;9000;CH;Brühlgasse 1;900400;3203;47.4260148,9.3775231;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001134020;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;true;true;Infrastruktur;Postomat;;;infrastructure;Postomat;;;infrastrutture;Postomat;;;infrastructure;Postomat;;
001PST_001125987;001PST;Post Filiale 9004 St. Gallen 4 Brühltor;Poste Filiale 9004 St. Gallen 4 Brühltor;Posta Filiale 9004 St. Gallen 4 Brühltor;Post Branch 9004 St. Gallen 4 Brühltor;St. Gallen;SG;9000;CH;Brühlgasse 1;900400;3203;47.4260148,9.3775231;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001134032;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;true;false;Briefe und Pakete;PickPost;http://www.post.ch/pickpost;http://www.post.ch/pickpost;Lettres et colis;PickPost;http://www.poste.ch/pickpost;http://www.poste.ch/pickpost;Lettere e pacchi;PickPost;http://www.posta.ch/pickpost;http://www.posta.ch/pickpost;Letters and parcels;PickPost;http://www.swisspost.ch/pickpost;http://www.swisspost.ch/pickpost
001PST_001125987;001PST;Post Filiale 9004 St. Gallen 4 Brühltor;Poste Filiale 9004 St. Gallen 4 Brühltor;Posta Filiale 9004 St. Gallen 4 Brühltor;Post Branch 9004 St. Gallen 4 Brühltor;St. Gallen;SG;9000;CH;Brühlgasse 1;900400;3203;47.4260148,9.3775231;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001134061;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zahlungsverkehr;Bareinzahlungen in CHF und EUR;;;Trafic des paiements;Versements en espèces CHF et EUR;;;Traffico dei pagamenti;Versamenti in contanti in CHF e EUR;;;Payment transactions;Cash payments in CHF and EUR;;
001PST_001125987;001PST;Post Filiale 9004 St. Gallen 4 Brühltor;Poste Filiale 9004 St. Gallen 4 Brühltor;Posta Filiale 9004 St. Gallen 4 Brühltor;Post Branch 9004 St. Gallen 4 Brühltor;St. Gallen;SG;9000;CH;Brühlgasse 1;900400;3203;47.4260148,9.3775231;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001800001;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zusatzangebot;Postshop-Artikel;https://www.post.ch/de/privat/einkaufen/einkaufen-in-der-filiale;https://www.post.ch/de/privat/einkaufen/einkaufen-in-der-filiale;Offres complémentaires;Articles Postshop;https://www.post.ch/fr/particuliers/privat-shopping/achats-a-la-filiale;https://www.post.ch/fr/particuliers/privat-shopping/achats-a-la-filiale;Offerte complementari;Articoli Postshop;https://www.post.ch/it/privato/privat-acquisti/acquisti-nella-filiale;https://www.post.ch/it/privato/privat-acquisti/acquisti-nella-filiale;Value-added services;Postshop articles;https://www.post.ch/en/private/privat-shopping/shopping-at-your-branch;https://www.post.ch/en/private/privat-shopping/shopping-at-your-branch
001PST_001125987;001PST;Post Filiale 9004 St. Gallen 4 Brühltor;Poste Filiale 9004 St. Gallen 4 Brühltor;Posta Filiale 9004 St. Gallen 4 Brühltor;Post Branch 9004 St. Gallen 4 Brühltor;St. Gallen;SG;9000;CH;Brühlgasse 1;900400;3203;47.4260148,9.3775231;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001800004;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Briefe und Pakete;Briefmarken;https://www.post.ch/de/privat/briefmarken-entdecken/briefmarken-kaufen;https://www.post.ch/de/privat/briefmarken-entdecken/briefmarken-kaufen;Lettres et colis;Timbres-poste;https://www.post.ch/fr/particuliers/l-univers-des-timbres/acheter-des-timbres-poste;https://www.post.ch/fr/particuliers/l-univers-des-timbres/acheter-des-timbres-poste;Lettere e pacchi;Francobolli;https://www.post.ch/it/privato/il-mondo-dei-francobolli/acquistare-francobolli;https://www.post.ch/it/privato/il-mondo-dei-francobolli/acquistare-francobolli;Letters and parcels;Stamps;https://www.post.ch/en/private/discover-stamps/buying-stamps;https://www.post.ch/en/private/discover-stamps/buying-stamps
001PST_001125987;001PST;Post Filiale 9004 St. Gallen 4 Brühltor;Poste Filiale 9004 St. Gallen 4 Brühltor;Posta Filiale 9004 St. Gallen 4 Brühltor;Post Branch 9004 St. Gallen 4 Brühltor;St. Gallen;SG;9000;CH;Brühlgasse 1;900400;3203;47.4260148,9.3775231;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;07:30:00.0;;"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}, {""@OfferPackageId"": ""001ZUAN""}]";;;001800005;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Briefe und Pakete;Briefe und Pakete empfangen;;;Lettres et colis;Réception de lettres et colis;;;Lettere e pacchi;Ricevere lettere e pacchi;;;Letters and parcels;Receiving letter and parcels;;
001PST_001125990;001PST;Post Filiale 9008 St. Gallen Langgass;Poste Filiale 9008 St. Gallen Langgass;Posta Filiale 9008 St. Gallen Langgass;Post Branch 9008 St. Gallen Langgass;St. Gallen;SG;9008;CH;Langgasse 26;900800;3203;47.4354803,9.38657826;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Denner""}, {""@lang"": ""fr"", ""#text"": ""Denner""}, {""@lang"": ""it"", ""#text"": ""Denner""}, {""@lang"": ""en"", ""#text"": ""Denner""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001134020;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;true;true;Infrastruktur;Postomat;;;infrastructure;Postomat;;;infrastrutture;Postomat;;;infrastructure;Postomat;;
001PST_001125990;001PST;Post Filiale 9008 St. Gallen Langgass;Poste Filiale 9008 St. Gallen Langgass;Posta Filiale 9008 St. Gallen Langgass;Post Branch 9008 St. Gallen Langgass;St. Gallen;SG;9008;CH;Langgasse 26;900800;3203;47.4354803,9.38657826;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Denner""}, {""@lang"": ""fr"", ""#text"": ""Denner""}, {""@lang"": ""it"", ""#text"": ""Denner""}, {""@lang"": ""en"", ""#text"": ""Denner""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001134031;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Hinweise;*Pakete versenden bis max. 100 x 60 x 60 cm und 30 kg (Standardpaket);;;Informations;*Envoyer des colis jusqu’à 100 x 60 x 60 cm et 30 kg (colis standard);;;Informazioni;*Spedire pacchi fino a max. 100 x 60 x 60 cm e 30 kg (pacco standard);;;Informations;*Send parcels up to max. 100 x 60 x 60 cm and 30 kg (standard parcel);;
001PST_001125990;001PST;Post Filiale 9008 St. Gallen Langgass;Poste Filiale 9008 St. Gallen Langgass;Posta Filiale 9008 St. Gallen Langgass;Post Branch 9008 St. Gallen Langgass;St. Gallen;SG;9008;CH;Langgasse 26;900800;3203;47.4354803,9.38657826;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Denner""}, {""@lang"": ""fr"", ""#text"": ""Denner""}, {""@lang"": ""it"", ""#text"": ""Denner""}, {""@lang"": ""en"", ""#text"": ""Denner""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001800004;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Briefe und Pakete;Briefmarken;https://www.post.ch/de/privat/briefmarken-entdecken/briefmarken-kaufen;https://www.post.ch/de/privat/briefmarken-entdecken/briefmarken-kaufen;Lettres et colis;Timbres-poste;https://www.post.ch/fr/particuliers/l-univers-des-timbres/acheter-des-timbres-poste;https://www.post.ch/fr/particuliers/l-univers-des-timbres/acheter-des-timbres-poste;Lettere e pacchi;Francobolli;https://www.post.ch/it/privato/il-mondo-dei-francobolli/acquistare-francobolli;https://www.post.ch/it/privato/il-mondo-dei-francobolli/acquistare-francobolli;Letters and parcels;Stamps;https://www.post.ch/en/private/discover-stamps/buying-stamps;https://www.post.ch/en/private/discover-stamps/buying-stamps
001PST_001125990;001PST;Post Filiale 9008 St. Gallen Langgass;Poste Filiale 9008 St. Gallen Langgass;Posta Filiale 9008 St. Gallen Langgass;Post Branch 9008 St. Gallen Langgass;St. Gallen;SG;9008;CH;Langgasse 26;900800;3203;47.4354803,9.38657826;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Denner""}, {""@lang"": ""fr"", ""#text"": ""Denner""}, {""@lang"": ""it"", ""#text"": ""Denner""}, {""@lang"": ""en"", ""#text"": ""Denner""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001800009;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zahlungsverkehr;Einzahlungen;;;Trafic des paiements;Versements;;;Traffico dei pagamenti;Versamenti;;;Payment transactions;Deposits;;
001PST_001125990;001PST;Post Filiale 9008 St. Gallen Langgass;Poste Filiale 9008 St. Gallen Langgass;Posta Filiale 9008 St. Gallen Langgass;Post Branch 9008 St. Gallen Langgass;St. Gallen;SG;9008;CH;Langgasse 26;900800;3203;47.4354803,9.38657826;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Denner""}, {""@lang"": ""fr"", ""#text"": ""Denner""}, {""@lang"": ""it"", ""#text"": ""Denner""}, {""@lang"": ""en"", ""#text"": ""Denner""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001800011;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Briefe und Pakete;Frankieren;;;Lettres et colis;Affranchissement;;;Lettere e pacchi;Affrancare;;;Letters and parcels;Franking;;
001PST_001125993;001PST;Post Filiale 9011 St. Gallen 11 St. Georgen;Poste Filiale 9011 St. Gallen 11 St. Georgen;Posta Filiale 9011 St. Gallen 11 St. Georgen;Post Branch 9011 St. Gallen 11 St. Georgen;St. Gallen;SG;9000;CH;St. Georgen-Strasse 82;901100;3203;47.41664132,9.38167668;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Maxi-Markt""}, {""@lang"": ""fr"", ""#text"": ""Maxi-Markt""}, {""@lang"": ""it"", ""#text"": ""Maxi-Markt""}, {""@lang"": ""en"", ""#text"": ""Maxi-Markt""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001134031;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Hinweise;*Pakete versenden bis max. 100 x 60 x 60 cm und 30 kg (Standardpaket);;;Informations;*Envoyer des colis jusqu’à 100 x 60 x 60 cm et 30 kg (colis standard);;;Informazioni;*Spedire pacchi fino a max. 100 x 60 x 60 cm e 30 kg (pacco standard);;;Informations;*Send parcels up to max. 100 x 60 x 60 cm and 30 kg (standard parcel);;
001PST_001125993;001PST;Post Filiale 9011 St. Gallen 11 St. Georgen;Poste Filiale 9011 St. Gallen 11 St. Georgen;Posta Filiale 9011 St. Gallen 11 St. Georgen;Post Branch 9011 St. Gallen 11 St. Georgen;St. Gallen;SG;9000;CH;St. Georgen-Strasse 82;901100;3203;47.41664132,9.38167668;0848 888 888;0844 888 888;kundendienst@post.ch;serviceclientele@poste.ch;servizioclienti@posta.ch;custcare@post.ch;Avisierte Sendungen vom Vortag sind abholbereit ab:;Les envois faisant l'objet d'un avis de retrait établi la veille peuvent être retirés à partir de:;Gli invii con invito di ritiro del giorno precedente possono essere ritirati a partire dalle:;Consignments notified for collection on the previous day are ready for collection from:;09:00:00.0;"[{""@lang"": ""de"", ""#text"": ""Maxi-Markt""}, {""@lang"": ""fr"", ""#text"": ""Maxi-Markt""}, {""@lang"": ""it"", ""#text"": ""Maxi-Markt""}, {""@lang"": ""en"", ""#text"": ""Maxi-Markt""}]";"[{""@OfferPackageId"": ""001BRPA""}, {""@OfferPackageId"": ""001ZAVK""}]";;;001134046;Filiale;kleinere Mengen Briefe und Pakete/Sperrgut;Filiale;petits volumes, courrier et colis/encombrants;Filiale;piccole quantità di lettere e pacchi/ingombranti;Branch;small volumes, letters and parcels/bulky goods;;;Zahlungsverkehr;Bargeldbezug (max. CHF 500.-, CHF 50.- garantiert) mit PostFinance Card;;;Trafic des paiements;Retrait d'espèces (max. CHF 500.-, montant de CHF 50.- garanti) avec PostFinance Card;;;Traffico dei pagamenti;Prelievo in contanti (max. CHF 500.-, CHF 50.- garantiti) con PostFinance Card;;;Payment transactions;Cash withdrawal (max. CHF 500, CHF 50 guaranteed) with PostFinance Card;;
004PSTMAT_00425889416;004PSTMAT;Postomat St. Gallen, Riethüsli;Postomat St. Gallen, Riethüsli;Postomat St. Gallen, Riethüsli;Postomat St. Gallen, Riethüsli;St. Gallen;SG;9012;CH;Teufenerstrasse 144;;3203;47.41140895,9.36629422;;;;;;;;;;;;;;;;004BARGCHF;Postomat;;Postomat;;Postomat;;Postomat;;true;true;Zahlungsverkehr;Bargeldbezug in CHF;;;Trafic des paiements;Retrait d'espèces en CHF;;;Traffico dei pagamenti;Prelievo in contanti in CHF;;;Payment transactions;Cash withdrawals in CHF;;
